loss,loss_v,anomalous_test_data_loss
0.0031456836,0.0035956178,0.0064744973
0.0018522702,0.005310614,0.005191119
0.002482759,0.0008707132,0.0074513606
0.0023222615,0.0015233535,0.0077494425
0.0022602456,0.0038413638,0.009277553
0.0032022765,0.0027220584,0.00698524
0.004363118,0.0008598334,0.0059852027
0.0037830174,0.00074111245,0.006747914
0.0016769926,0.004385824,0.0082128765
0.0017964899,0.0013909079,0.11525396
0.009496118,0.0015896386,0.004445152
0.0013585271,0.0017606877,0.009218595
0.002304089,0.0011137024,0.008164282
0.006974706,0.0069590565,0.00874095
0.0016369763,0.002076045,0.006528955
0.004893513,0.0025975953,0.00782008
0.002151132,0.0013321304,0.006800737
0.002633768,0.0013296391,0.0073032486
0.0028973657,0.0026541834,0.008955707
0.005071049,0.0010153956,0.0082128765
0.0013368566,0.0019928638,0.0085019255
0.0037652329,0.006093941,0.006408395
0.0021620244,0.0034664578,0.00799406
0.014018253,0.0028113322,0.0051223063
0.005685594,0.0013707815,0.0063739778
0.0020466596,0.004199195,0.01036368
0.0013932468,0.0030338794,0.007362923
0.0028791253,0.0028665739,0.01197838
0.0016068799,0.0022206749,0.007671977
0.0006814332,0.003602676,0.007575125
0.0008978936,0.0014540438,0.009633212
0.0015904139,0.0011567667,0.0098185325
0.003268837,0.0028711616,0.0074147903
0.0019429423,0.0011528734,0.002258403
0.0040925154,0.0008100435,0.007410754
0.00085034315,0.0019042973,0.005828965
0.0062784683,0.002776141,0.0056938245
0.0027380139,0.0039465367,0.007668998
0.0020724533,0.002797055,0.008202261
0.0043472867,0.0015672436,0.0074038883
0.0010213788,0.002187466,0.008628899
0.002157276,0.0020201504,0.029001037
0.0036458855,0.0039709886,0.0075931004
0.0020717795,0.004793175,0.009397344
0.0019989356,0.0021783106,0.0069860243
0.0028403262,0.0048660943,0.079890616
0.00569688,0.00077843806,0.00628533
0.0016834146,0.0036950714,0.007401249
0.004520923,0.001673881,0.008523124
0.00129368,0.0014304233,0.012938979
0.0028288763,0.002189553,0.0070213485
0.0025004295,0.0011101075,0.007283067
0.017806003,0.0020102614,0.0065171556
0.002353669,0.0016359617,0.0071752854
0.0030798854,0.00089679094,0.017078256
0.0016575552,0.0023714292,0.008387945
0.0017808038,0.0047693592,0.00782993
0.0031761273,0.002081201,0.0073577375
0.0021212285,0.005917853,0.007890948
0.0013043935,0.0036952153,0.0062634796
0.0017749802,0.0025158643,0.0074386783
0.00899716,0.0013977949,0.006064856
0.0022200227,0.0010373291,0.009864645
0.0023218484,0.0011266344,0.007643059
0.002881014,0.0007076223,0.006354084
0.0034135266,0.0015839931,0.008350876
0.0014169518,0.0015394512,0.006588279
0.0018725301,0.0009345196,0.0075324406
0.0008799091,0.0010997838,0.007082904
0.0018457733,0.0039886427,0.007655311
0.0038641978,0.0017787748,0.006436128
0.0011810944,0.0015101023,0.0039561954
0.0021687222,0.0018856557,0.007071177
0.007924019,0.001589986,0.007234963
0.001603926,0.002170482,0.0060684537
0.00577769,0.0019238767,0.0069930344
0.0023418511,0.00087781064,0.0071782656
0.002502838,0.005283699,0.006214095
0.0038376467,0.0033976564,0.0021378412
0.0019062185,0.00252838,0.0072011645
0.0015983944,0.0018785292,0.019665623
0.0034298475,0.00508223,0.007833476
0.00084024883,0.003590796,0.008535401
0.006021174,0.0031600364,0.013025279
0.0016330304,0.0028046311,0.0071834214
0.0080523,0.0017426559,0.0072733015
0.0019213529,0.0025978712,0.008711067
0.0037558079,0.0012919513,0.006656658
0.0019768523,0.0024454903,0.006030403
0.0030136472,0.0055562146,0.008370568
0.0028669005,0.0020029831,0.009820145
0.003211525,0.0037130432,0.0060179313
0.0023680797,0.00377706,0.009743988
0.0014666644,0.0023164293,0.008114723
0.00091737596,0.0034062334,0.007532732
0.0020145157,0.0032744615,0.00719851
0.0023495306,0.0035071576,0.006236994
0.0031208142,0.0025778587,0.008642214
0.00091108965,0.0027498696,0.0074681104
0.0044449787,0.0026002952,0.009585734
0.0008303842,0.0015255465,0.007769047
0.0038254962,0.0027658155,0.009722737
0.0028296162,0.006056229,0.00698163
0.0064228065,0.0014553363,0.00599031
0.001161358,0.006615199,0.05676624
0.0017117322,0.0027596897,0.008711407
0.0011108484,0.0025233268,0.0060606413
0.0013772734,0.0032094938,0.008103401
0.0018793526,0.0019255358,0.008236966
0.0019180016,0.002409593,0.007346323
0.0043492583,0.00055354234,0.008002723
0.0050199567,0.0029214786,0.008437199
0.0024664118,0.0019511775,0.00597148
0.003035132,0.0018562512,0.007114557
0.0007190134,0.001841737,0.007100456
0.0019927195,0.0016241589,0.008096426
0.0028401408,0.0025807808,0.00955938
0.0022844672,0.0028228713,0.0074035586
0.002470143,0.0019424964,0.007460259
0.0011726498,0.00080758455,0.007432533
0.0018594582,0.001700215,0.0066528847
0.0022378596,0.0016628411,0.008348887
0.0015875803,0.0029776942,0.006694375
0.00044328728,0.007608797,0.0074204635
0.0009996094,0.0015764682,0.00802432
0.0011468356,0.0006282044,0.006139808
0.0038133394,0.0047508962,0.008797168
0.004339379,0.0074010133,0.0036788604
0.0028040344,0.0067852843,0.0037192914
0.0073383083,0.0010588124,0.005748728
0.0031707685,0.002036092,0.009459939
0.0025785405,0.001976562,0.01711212
0.004646717,0.0011924837,0.006470151
0.003742731,0.0029755223,0.0071163937
0.003129685,0.0015725611,0.0175973
0.0013453196,0.004352451,0.0010574943
0.0045988304,0.013073473,0.010997419
0.0010450324,0.0020425909,0.00739591
0.001875353,0.0021801174,0.009761426
0.0017162658,0.0042041787,0.008411812
0.0005614353,0.00074222893,0.008771744
0.0018815291,0.0013690414,0.0095108235
0.0010951469,0.000842405,0.006859978
0.0014637542,0.0011164134,0.008368286
0.0012633753,0.0022200192,0.028951315
0.0027322564,0.0016593939,0.0075217895
