loss,loss_v,anomalous_test_data_loss
0.0025540248,0.005872036,0.007098966
0.00064765575,0.003976595,0.005156926
0.0008389762,0.0030785918,0.008449674
0.0011159846,0.005356362,0.008377255
0.002495519,0.005063831,0.011538014
0.0067743263,0.0016412092,0.0076757916
0.0010883213,0.0019939793,0.0065269615
0.0013788771,0.004699877,0.007568514
0.0033333518,0.0017012144,0.009634509
0.0007499732,0.0033328012,0.12942496
0.0007597762,0.0041652797,0.0050751325
0.00071632286,0.000854692,0.0114512695
0.0019407189,0.005569963,0.009019861
0.0007706664,0.0013106125,0.010202914
0.0033893632,0.0043287934,0.0073054098
0.0007779698,0.002690892,0.00858421
0.00081011915,0.0008490677,0.00774253
0.0028618502,0.0025480594,0.008092332
0.0028124542,0.0011619126,0.010977398
0.0010193434,0.0029494783,0.009634509
0.0003058361,0.00193843,0.010657523
0.0020754805,0.00054454786,0.007056071
0.008653437,0.0030933286,0.0085119605
0.005725881,0.0009880314,0.0053765774
0.004286072,0.0057080165,0.0070369765
0.0011473096,0.0025248874,0.010525028
0.0013011303,0.0070267133,0.0082841115
0.0026712546,0.0009894592,0.011809894
0.0008222239,0.00064627215,0.008743241
0.003209196,0.0023772633,0.008966991
0.0065186634,0.0015591666,0.011594922
0.0045764768,0.0024975233,0.013201766
0.014294307,0.006584898,0.00837288
0.0033403195,0.001184961,0.0013870742
0.0051582665,0.00444701,0.007927966
0.0029687078,0.0028631045,0.0064540976
0.0032416265,0.0014141911,0.0063651376
0.002220941,0.005573686,0.008057064
0.004850055,0.0039065606,0.010537699
0.0009879634,0.002238543,0.007950991
0.0050062216,0.0046773413,0.010746307
0.0051962323,0.0010626821,0.030629704
0.0016736063,0.0042459443,0.008418643
0.00057341036,0.0020927635,0.012431185
0.005927086,0.001716814,0.007806344
0.0011863267,0.0014097932,0.09744984
0.005159195,0.00220414,0.006926413
0.0039457283,0.002653841,0.008229148
0.0028205765,0.005725981,0.011273689
0.0029116508,0.00068378076,0.018237965
0.0015655723,0.002435597,0.007901301
0.0038564391,0.009896571,0.008171949
0.0016777813,0.0008613211,0.0070867636
0.005291548,0.002867397,0.008060605
0.001301418,0.0093081305,0.01872131
0.0043632686,0.0033232125,0.009657384
0.0043365518,0.0024509788,0.008779806
0.001302132,0.001964207,0.00779264
0.0036139048,0.0010572652,0.009284864
0.0010045377,0.0013629972,0.006937992
0.0011933823,0.0013133921,0.008430361
0.0029406743,0.006605715,0.006688148
0.0008095925,0.0070734476,0.012528173
0.001324893,0.0013905239,0.008424166
0.004958175,0.0029849762,0.007009366
0.001168901,0.006880567,0.010093368
0.0018117544,0.0024533025,0.0072485283
