0,0.0021265026
1,0.004545998
2,0.0021433388
3,0.00210168
4,0.0031255155
5,0.0027128365
6,0.0035660157
7,0.0058171763
8,0.0031765385
9,0.007924019
10,0.0020070074
11,0.001796241
12,0.021153754
13,0.002319475
14,0.0017516842
15,0.0017117322
16,0.013019703
17,0.003462237
18,0.0015144361
19,0.004204634
20,0.0010553668
21,0.059695408
22,0.0027509958
23,0.0026686238
24,0.005041692
25,0.0028878155
26,0.0034054911
27,0.004696758
28,0.007502161
29,0.0019367937
30,0.016908078
31,0.0015175081
32,0.0008978935
33,0.002304903
34,0.012114014
35,0.0039782845
36,0.0010730549
37,0.009175479
38,0.0023190936
39,0.011551392
40,0.004206239
41,0.008537921
42,0.0039709886
43,0.002319475
44,0.0028152475
45,0.005263301
46,0.0014526314
47,0.0014497739
48,0.0012253
49,0.0012740428
50,0.002994258
51,0.0027831467
52,0.002473619
53,0.0027691077
54,0.043102514
55,0.0011725848
56,0.0013825819
57,0.0018221637
58,0.0028008258
59,0.017657217
60,0.00088639837
61,0.0034571486
62,0.0030824088
63,0.009862809
64,0.036729395
65,0.0018011621
66,0.0023159613
67,0.0032939522
68,0.0028308202
69,0.0012874103
70,0.0038061263
71,0.0016416552
72,0.015603091
73,0.0018928837
74,0.0028826396
75,0.0028645133
76,0.0028848138
77,0.00282749
78,0.00648322
79,0.001976562
80,0.008433043
81,0.009551984
82,0.0009867565
83,0.06372819
84,0.0012335792
85,0.0018964811
86,0.0072114985
87,0.0017776713
88,0.0020137278
89,0.0027216244
90,0.001224744
91,0.001271987
92,0.005708588
93,0.0040178928
94,0.0014017164
95,0.0017281579
96,0.0042948183
97,0.0021678924
98,0.01787197
99,0.0036052985
100,0.0012091593
101,0.007198812
102,0.012694401
103,0.00085408427
104,0.0012541584
105,0.0068947934
106,0.004319605
107,0.004065756
108,0.006651481
109,0.006608574
110,0.002304089
111,0.007365137
112,0.00631878
113,0.0033097574
114,0.0012616512
115,0.0015852173
116,0.0033799584
117,0.033749223
118,0.0022672315
119,0.0022914663
120,0.0040593953
121,0.0010943204
122,0.018808315
123,0.0012317908
124,0.0036243165
125,0.003140975
126,0.032692265
127,0.003123463
128,0.0009288424
129,0.0065550692
130,0.010840346
131,0.005071442
132,0.0033026002
133,0.0011180771
134,0.0021473223
135,0.0020099382
136,0.0013526455
137,0.009551588
138,0.0010970351
139,0.00076458574
140,0.007680632
141,0.0058841244
142,0.004037416
143,0.002209185
144,0.001997633
145,0.0015719339
146,0.001444532
147,0.0073383083
148,0.0022453365
149,0.0025454897
150,0.00270841
151,0.0035468284
152,0.045201343
153,0.0022200192
154,0.00064330775
155,0.0021024698
156,0.009345113
157,0.0021955885
158,0.040325027
159,0.008997156
160,0.0018734463
161,0.0039306204
162,0.0065065543
163,0.011918415
164,0.00592286
165,0.0050206124
166,0.0028965522
167,0.003105971
168,0.0030303097
169,0.013793327
170,0.010303597
171,0.0021035254
172,0.0033669511
